cluster	neighbor	dist	otu_id	Taxonomy	Level1	Level2	Level3	Level4	Level5	Level6	Level7
6	5	0.094965517	85	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis_acuminata;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis
6	4	0.059085523	107	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_K;Strombidium_K;Strombidium_capitatum;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_K	Strombidium_K
6	3	0.058067826	131	Eukaryota;Alveolata;Ciliophora;Spirotrichea;__;__;__;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	__	__	__
6	5	0.047971882	112	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_N;Strombidium_N;Strombidium_guangdongense;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_N	Strombidium_N
6	1	0.0334442	88	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Aspidiscidae;Aspidisca;Aspidisca_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Aspidiscidae	Aspidisca
6	5	0.016320912	81	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_A;Rimostrombidium_A;Rimostrombidium_veniliae;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Rimostrombidium_A
6	7	0.00590017	115	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_R;Strombidium_R;Strombidium_basimorphum;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_R	Strombidium_R
6	1	0.003234838	125	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_01;Tintinnopsis_01;Tintinnopsis_major;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_01	Tintinnopsis_01
6	7	-0.02011413	113	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_N;Strombidium_N;Strombidium_purpureum;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_N	Strombidium_N
6	7	0.160995039	193	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;Durinskia_dybowskii;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia
6	5	0.09568641	147	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Pyrodinium;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Pyrodinium
6	5	0.094889553	194	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Peridiniales_X;Bysmatrum;Bysmatrum_gregarium;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales_X	Bysmatrum
6	5	0.050446917	142	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium_margalefii;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium
6	5	0.041561844	152	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_cochlea;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax
6	4	0.040491367	153	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_fragilis;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax
6	1	0.02527148	178	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;Polykrikos_tanit;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Polykrikos
6	3	0.024289871	196	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Luciella;Luciella_sp.;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Luciella
6	4	0.022031814	181	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Levanderina;Levanderina_fissa;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Levanderina
6	1	-0.01752657	219	Eukaryota;Alveolata;Dinoflagellata;Oxyrrhea;Oxyrrhinales;Oxyrrhinaceae;Oxyrrhis;__;__	Eukaryota	Alveolata	Dinoflagellata	Oxyrrhea	Oxyrrhinales	Oxyrrhinaceae	Oxyrrhis
6	4	0.13689683	238	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-5;Dino-Group-II-Clade-5_X;Dino-Group-II-Clade-5_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-5	Dino-Group-II-Clade-5_X
6	4	0.079286227	224	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X
6	5	0.068064176	222	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Euduboscquella;Euduboscquella_crenulata;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Euduboscquella
6	2	0.019093204	230	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-33;Dino-Group-II-Clade-33_X;Dino-Group-II-Clade-33_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-33	Dino-Group-II-Clade-33_X
6	4	-0.003575259	234	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Dino-Group-II-Clade-4_X;Dino-Group-II-Clade-4_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X
6	4	0.114924484	247	Eukaryota;Alveolata;__;__;__;__;__;__;__	Eukaryota	Alveolata	Other	__	__	__	__
6	5	0.066302263	297	Eukaryota;Archaeplastida;Chlorophyta;Pedinophyceae;Marsupiomonadales;Marsupiomonadaceae;Marsupiomonas;Marsupiomonas_pelliculata;	Eukaryota	Archaeplastida	Chlorophyta	Pedinophyceae	Marsupiomonadales	Marsupiomonadaceae	Marsupiomonas
6	5	0.038477642	302	Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;__;__;__	Eukaryota	Archaeplastida	Chlorophyta	Prasino-Clade-V	Pseudoscourfieldiales	Pycnococcaceae	__
6	5	0.010593583	347	Eukaryota;Excavata;Discoba;Jakobida;Jakobida_X;Jakobida_XX;Jakobida_XXX;Jakobida_XXX_sp.;	Eukaryota	Excavata	Discoba	Jakobida	Jakobida_X	Jakobida_XX	Jakobida_XXX
6	4	0.130229065	351	Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa_X;Microhelida;Microhelida_X;Microhelida_XX;Microhelida_XX_sp.;	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Microhelida	Microhelida_X	Microhelida_XX
6	5	0.098050981	361	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Cryptomonadales;Proteomonas;Proteomonas_sulcata;	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Proteomonas
6	7	0.025299939	368	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Goniomonadales;Goniomonadales_X;Goniomonadales_X_sp.;	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Goniomonadales	Goniomonadales_X
6	2	0.012675519	364	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Cryptomonadales;Rhodomonas;__;__	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Rhodomonas
6	7	0.090997332	370	Eukaryota;Hacrobia;Hacrobia_X;Hacrobia_XX;Hacrobia_XXX;Hacrobia_XXXX;Palpitomonas;Palpitomonas_bilix;	Eukaryota	Hacrobia	Hacrobia	Hacrobia_XX	Hacrobia_XXX	Hacrobia_XXXX	Palpitomonas
6	5	0.174592023	375	Eukaryota;Hacrobia;Haptophyta;Pavlovophyceae;Pavlovales;Pavlovaceae;Rebecca;Rebecca_salina;	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Rebecca
6	4	0.011746778	396	Eukaryota;Hacrobia;Katablepharidophyta;Katablepharidaceae;Katablepharidales;Katablepharidales_X;Leucocryptos;Leucocryptos_sp.;	Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Leucocryptos
6	1	-0.026711148	407	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X
6	4	-0.029122345	404	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonemia-Group-1_X;Telonemia-Group-1_X_sp.;	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonemia-Group-1_X
